movieId,title,imdbId,tmdbId,genre,original_language,popularity,release_date,vote_average,vote_count,genre_1,genre_2,genre_3,genre_4,genre_5,release_year,release_month,release_day,movie_avg_rating,movie_rating_stddev,movie_rating_count
5319,Nine Queens (Nueve reinas) (2000),0247586,18079,Crime,es,7.15,2000-08-31,7.8,531,Crime,None,None,None,None,2000,8,31,3.5,1.0488088481701514,6
5323,Jason X (2002),0211443,11470,"Horror,Science Fiction",en,40.917,2001-07-24,4.8,1040,Horror,Science Fiction,None,None,None,2001,7,24,1.1875,0.8838834764831844,8
5324,Life or Something Like It (2002),0282687,16643,"Comedy,Drama,Romance",en,9.856,2002-04-24,5.7,404,Comedy,Drama,Romance,None,None,2002,4,24,2.75,1.0606601717798212,2
5329,"Salton Sea, The (2002)",0235737,11468,"Crime,Drama,Mystery,Thriller",en,11.022,2002-02-02,6.7,257,Crime,Drama,Mystery,Thriller,None,2002,2,2,3.35,0.6687467549246293,10
5339,Husbands and Wives (1992),0104466,28384,"Romance,Comedy,Drama",en,6.354,1992-09-18,7.1,328,Romance,Comedy,Drama,None,None,1992,9,18,3.9166666666666665,0.5845225972250061,6
5346,Wild Orchid (1990),0100934,5203,"Romance,Drama",en,15.516,1989-12-22,5.3,231,Romance,Drama,None,None,None,1989,12,22,1.75,1.0606601717798212,2
5348,Hollywood Ending (2002),0278823,9689,"Comedy,Drama",en,8.172,2002-05-03,6.6,405,Comedy,Drama,None,None,None,2002,5,3,4.0,0.0,1
5349,Spider-Man (2002),0145487,557,"Fantasy,Action",en,122.994,2002-05-01,7.2,15971,Fantasy,Action,None,None,None,2002,5,1,3.540983606557377,0.9482261907477261,122
5357,Iron Will (1994),0110157,24767,"Adventure,Family",en,9.506,1994-01-14,6.7,219,Adventure,Family,None,None,None,1994,1,14,3.5,0.7071067811865476,2
5361,White Fang (1991),0103247,12227,"Action,Adventure,Drama,Family",en,14.454,1991-01-18,6.7,492,Action,Adventure,Drama,Family,None,1991,1,18,1.75,0.3535533905932738,2
5363,"New Guy, The (2002)",0241760,10985,"Comedy,Family",en,12.527,2002-05-10,5.9,459,Comedy,Family,None,None,None,2002,5,10,2.5,0.8660254037844386,9
5364,Unfaithful (2002),0250797,2251,"Thriller,Drama",en,33.397,2002-05-10,6.6,1221,Thriller,Drama,None,None,None,2002,5,10,3.5,0.7071067811865476,7
5373,"Cranes Are Flying, The (Letyat zhuravli) (1957)",0050634,38360,"Drama,Romance,War",ru,11.251,1957-10-12,8.0,248,Drama,Romance,War,None,None,1957,10,12,4.0,0.0,1
5377,About a Boy (2002),0276751,245,"Drama,Comedy,Romance",en,11.183,2002-04-26,6.6,1866,Drama,Comedy,Romance,None,None,2002,4,26,3.715909090909091,0.7185072321877706,44
5378,Star Wars: Episode II - Attack of the Clones (2002),0121765,1894,"Adventure,Action,Science Fiction",en,35.423,2002-05-15,6.5,11196,Adventure,Action,Science Fiction,None,None,2002,5,15,3.157608695652174,1.1337222265425166,92
5379,"Believer, The (2001)",0247199,4012,Drama,en,8.699,2001-08-23,7.0,487,Drama,None,None,None,None,2001,8,23,4.25,0.4183300132670378,6
5380,"Importance of Being Earnest, The (2002)",0278500,9026,"Comedy,Drama,History,Romance",en,8.56,2002-05-17,6.9,405,Comedy,Drama,History,Romance,None,2002,5,17,3.85,0.7090682462060882,10
5382,Every Which Way But Loose (1978),0077523,15417,"Action,Comedy,Adventure,Romance,Drama",en,16.835,1978-12-16,6.2,356,Action,Comedy,Adventure,Romance,Drama,1978,12,16,3.0,1.0,3
5387,Enough (2002),0278435,1957,"Drama,Thriller",en,19.932,2002-05-21,6.6,913,Drama,Thriller,None,None,None,2002,5,21,4.0,1.3228756555322954,3
5388,Insomnia (2002),0278504,320,"Crime,Mystery,Thriller",en,18.185,2002-05-24,6.9,3799,Crime,Mystery,Thriller,None,None,2002,5,24,3.303030303030303,0.7493684209406146,33
5389,Spirit: Stallion of the Cimarron (2002),0166813,9023,"Western,Animation,Adventure,Comedy,Family,Drama",en,87.47,2002-05-24,7.7,3887,Western,Animation,Adventure,Comedy,Family,2002,5,24,3.5,0.7071067811865476,2
5400,"Sum of All Fears, The (2002)",0164184,4614,"Thriller,Action,Drama",en,18.384,2002-05-31,6.3,1365,Thriller,Action,Drama,None,None,2002,5,31,2.9705882352941178,0.8564203888003492,17
5401,Undercover Brother (2002),0279493,12277,"Action,Comedy",en,12.659,2002-05-31,5.8,303,Action,Comedy,None,None,None,2002,5,31,1.8333333333333333,0.8291561975888501,9
5410,Silent Running (1972),0067756,811,"Adventure,Science Fiction",en,11.329,1972-03-09,6.4,439,Adventure,Science Fiction,None,None,None,1972,3,9,2.375,1.25,4
5414,Bad Company (2002),0280486,3132,"Action,Adventure,Comedy,Thriller",en,11.282,2002-06-07,5.4,605,Action,Adventure,Comedy,Thriller,None,2002,6,7,2.875,1.030776406404415,4
5418,"Bourne Identity, The (2002)",0258463,2501,"Action,Drama,Mystery,Thriller",en,32.465,2002-06-14,7.4,7876,Action,Drama,Mystery,Thriller,None,2002,6,14,3.8169642857142856,0.8903778318206738,112
5419,Scooby-Doo (2002),0267913,9637,"Mystery,Adventure,Comedy",en,120.758,2002-06-14,6.0,3633,Mystery,Adventure,Comedy,None,None,2002,6,14,2.8529411764705883,1.3082037527937036,17
5420,Windtalkers (2002),0245562,12100,"War,Drama,Action,History",en,15.358,2002-06-14,6.2,1006,War,Drama,Action,History,None,2002,6,14,2.875,1.093813773650968,8
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),0090021,17898,Horror,en,20.378,1985-10-10,6.5,423,Horror,None,None,None,None,1985,10,10,2.6666666666666665,0.5773502691896258,3
5438,Men at Work (1990),0100135,10169,"Comedy,Crime",en,7.301,1990-08-24,5.6,290,Comedy,Crime,None,None,None,1990,8,24,2.75,0.5,4
5440,She Wore a Yellow Ribbon (1949),0041866,13909,Western,en,8.085,1949-10-22,7.0,254,Western,None,None,None,None,1949,10,22,3.0,0.0,1
5444,Lilo & Stitch (2002),0275847,11544,"Animation,Family",en,103.355,2002-06-21,7.5,5074,Animation,Family,None,None,None,2002,6,21,3.810344827586207,0.7724473294971576,29
5445,Minority Report (2002),0181689,180,"Action,Thriller,Science Fiction,Mystery",en,19.856,2002-06-20,7.3,7205,Action,Thriller,Science Fiction,Mystery,None,2002,6,20,3.6375,0.9004259029607539,120
5446,Rabbit-Proof Fence (2002),0252444,9555,"Adventure,Drama,History",en,9.854,2002-02-04,7.0,268,Adventure,Drama,History,None,None,2002,2,4,3.642857142857143,0.6900655593423541,7
5448,Hey Arnold! The Movie (2002),0314166,17710,"Animation,Comedy,Family",en,15.187,2002-06-28,6.5,299,Animation,Comedy,Family,None,None,2002,6,28,2.0,0.0,1
5449,Mr. Deeds (2002),0280590,2022,"Comedy,Romance",en,14.944,2002-06-28,5.8,1853,Comedy,Romance,None,None,None,2002,6,28,2.909090909090909,0.8257228238447706,22
5452,Look Who's Talking Now (1993),0107438,11982,"Romance,Comedy,Family",en,13.049,1993-11-05,5.4,846,Romance,Comedy,Family,None,None,1993,11,5,1.5833333333333333,1.0206207261596574,6
5458,Like Mike (2002),0308506,21972,"Comedy,Family,Fantasy",en,15.056,2002-07-03,6.1,400,Comedy,Family,Fantasy,None,None,2002,7,3,2.5,0.0,1
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0120912,608,"Action,Adventure,Comedy,Science Fiction",en,38.303,2002-07-03,6.3,8481,Action,Adventure,Comedy,Science Fiction,None,2002,7,3,2.959016393442623,0.8128913517357508,61
5460,"Powerpuff Girls, The (2002)",0289408,59387,"Animation,Action,Family",en,15.265,2002-07-03,6.6,230,Animation,Action,Family,None,None,2002,7,3,3.6666666666666665,0.5773502691896258,3
5463,Reign of Fire (2002),0253556,6278,"Adventure,Action,Fantasy",en,17.673,2002-07-12,6.1,1824,Adventure,Action,Fantasy,None,None,2002,7,12,2.7222222222222223,1.0321625245687733,18
5464,Road to Perdition (2002),0257044,4147,"Crime,Drama,Thriller",en,21.967,2002-07-12,7.4,2950,Crime,Drama,Thriller,None,None,2002,7,12,3.520408163265306,0.8777289805317506,49
5475,Z (1969),0065234,2721,"Drama,History,Thriller",fr,10.477,1969-02-26,7.9,321,Drama,History,Thriller,None,None,1969,2,26,3.8333333333333335,0.2886751345948129,3
5477,Sex and Lucia (Lucía y el sexo) (2001),0254455,1364,"Drama,Romance",es,36.708,2001-08-24,6.7,409,Drama,Romance,None,None,None,2001,8,24,3.875,1.0307764064044151,4
5478,Eight Legged Freaks (2002),0271367,8869,"Action,Comedy,Horror,Thriller",en,12.005,2002-07-17,5.7,955,Action,Comedy,Horror,Thriller,None,2002,7,17,2.75,1.224744871391589,8
5479,K-19: The Widowmaker (2002),0267626,8665,"Drama,History,War,Thriller,Mystery",en,8.223,2002-07-19,6.4,774,Drama,History,War,Thriller,Mystery,2002,7,19,3.5,0.8366600265340755,6
5480,Stuart Little 2 (2002),0243585,10996,"Family,Adventure,Animation,Comedy",en,43.857,2002-07-19,5.7,2037,Family,Adventure,Animation,Comedy,None,2002,7,19,2.6,1.710263137648707,5
5481,Austin Powers in Goldmember (2002),0295178,818,"Comedy,Crime,Science Fiction",en,22.437,2002-07-26,6.0,2588,Comedy,Crime,Science Fiction,None,None,2002,7,26,2.8461538461538463,1.052983398948691,65
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),0079641,6404,"Drama,Horror",de,17.456,1979-01-17,7.4,616,Drama,Horror,None,None,None,1979,1,17,4.0,0.0,1
5498,Red Beard (Akahige) (1965),0058888,3780,Drama,ja,8.918,1965-04-03,8.1,242,Drama,None,None,None,None,1965,4,3,4.5,0.0,1
5500,Top Secret! (1984),0088286,8764,Comedy,en,12.447,1984-06-08,7.1,885,Comedy,None,None,None,None,1984,6,8,4.2,0.483045891539648,10
5502,Signs (2002),0286106,2675,"Drama,Thriller,Science Fiction,Mystery",en,34.601,2002-08-02,6.7,4614,Drama,Thriller,Science Fiction,Mystery,None,2002,8,2,3.1666666666666665,0.9837387536759294,63
5503,"Last Kiss, The (Ultimo bacio, L') (2001)",0265930,12308,"Comedy,Drama,Romance",it,8.333,2001-02-01,6.4,444,Comedy,Drama,Romance,None,None,2001,2,1,4.0,0.0,1
5504,Spy Kids 2: The Island of Lost Dreams (2002),0287717,9488,"Action,Adventure,Family,Comedy",en,61.279,2002-08-07,5.6,1812,Action,Adventure,Family,Comedy,None,2002,8,7,2.2142857142857144,1.3183683999911548,7
5505,"Good Girl, The (2002)",0279113,9962,"Drama,Comedy,Romance",en,9.63,2002-01-12,6.3,514,Drama,Comedy,Romance,None,None,2002,1,12,3.2083333333333335,0.8908201872772114,12
5506,Blood Work (2002),0309377,9573,"Crime,Thriller,Action",en,11.931,2002-08-09,6.1,625,Crime,Thriller,Action,None,None,2002,8,9,3.3333333333333335,0.5773502691896258,3
5507,xXx (2002),0295701,7451,"Action,Adventure,Thriller",en,58.114,2002-08-09,5.9,3519,Action,Adventure,Thriller,None,None,2002,8,9,2.7708333333333335,0.9666073195175626,24
5508,24 Hour Party People (2002),0274309,2750,"Comedy,Drama,Music",en,7.862,2002-02-13,6.9,334,Comedy,Drama,Music,None,None,2002,2,13,3.5714285714285716,0.5345224838248488,7
5515,Songs From the Second Floor (Sånger från andra våningen) (2000),0120263,34070,"Drama,Comedy",sv,6.003,2000-10-06,7.2,212,Drama,Comedy,None,None,None,2000,10,6,3.5,0.0,1
5521,"Principal, The (1987)",0093780,10081,"Action,Adventure,Crime,Drama",en,6.712,1987-09-18,6.5,218,Action,Adventure,Crime,Drama,None,1987,9,18,3.25,1.0606601717798212,2
5522,Rollerball (1975),0073631,11484,"Action,Science Fiction",en,10.594,1975-06-25,6.3,376,Action,Science Fiction,None,None,None,1975,6,25,3.5,1.0801234497346435,4
5524,Blue Crush (2002),0300532,9266,"Adventure,Romance,Drama",en,11.815,2002-08-08,6.0,445,Adventure,Romance,Drama,None,None,2002,8,8,2.6875,0.9234059624177068,8
5528,One Hour Photo (2002),0265459,9357,"Drama,Thriller",en,10.994,2002-08-21,6.6,1357,Drama,Thriller,None,None,None,2002,8,21,3.473684210526316,0.9926631437497135,19
5529,Serving Sara (2002),0261289,12771,"Comedy,Romance",en,6.49,2002-08-23,5.3,252,Comedy,Romance,None,None,None,2002,8,23,3.25,1.0606601717798212,2
5530,Simone (S1m0ne) (2002),0258153,9296,"Science Fiction,Comedy,Drama",en,8.821,2002-08-23,5.9,749,Science Fiction,Comedy,Drama,None,None,2002,8,23,2.142857142857143,1.2488089563755578,7
5531,Undisputed (2002),0281322,15070,"Action,Adventure,Drama,Thriller",en,48.423,2002-07-17,6.5,552,Action,Adventure,Drama,Thriller,None,2002,7,17,2.75,0.3535533905932738,2
5540,Clash of the Titans (1981),0082186,10323,"Action,Adventure,Family,Fantasy",en,18.701,1981-06-12,6.9,576,Action,Adventure,Family,Fantasy,None,1981,6,12,3.611111111111111,0.961046882889233,9
5541,Hot Shots! (1991),0102059,9595,"Action,Comedy,War",en,23.684,1991-07-31,6.5,1699,Action,Comedy,War,None,None,1991,7,31,3.1333333333333333,0.7187952884282607,15
5544,Time After Time (1979),0080025,24750,"Adventure,Drama,Comedy,Science Fiction,Thriller",en,10.673,1979-08-31,6.8,253,Adventure,Drama,Comedy,Science Fiction,Thriller,1979,8,31,3.75,0.2886751345948129,4
5548,Down and Out in Beverly Hills (1986),0090966,9941,Comedy,en,8.813,1986-01-31,5.9,202,Comedy,None,None,None,None,1986,1,31,3.0,0.9354143466934853,5
5553,Stakeout (1987),0094025,10859,"Action,Comedy,Romance",en,8.007,1987-08-05,6.5,306,Action,Comedy,Romance,None,None,1987,8,5,3.0,0.7559289460184544,8
5563,City by the Sea (2002),0269095,13536,"Crime,Drama,Mystery",en,8.071,2002-09-06,5.8,273,Crime,Drama,Mystery,None,None,2002,9,6,2.8333333333333335,0.7637626158259733,3
5564,Swimfan (2002),0283026,20616,Thriller,en,7.741,2002-09-06,5.3,214,Thriller,None,None,None,None,2002,9,6,2.0,2.1213203435596424,2
5569,"Last House on the Left, The (1972)",0068833,15516,"Horror,Thriller",en,21.411,1972-08-30,6.0,494,Horror,Thriller,None,None,None,1972,8,30,3.25,0.3535533905932738,2
5570,Thesis (Tesis) (1996),0117883,9299,"Horror,Thriller",es,11.217,1996-04-11,7.4,623,Horror,Thriller,None,None,None,1996,4,11,3.9,0.8944271909999159,5
5572,Barbershop (2002),0303714,10611,"Comedy,Drama",en,17.719,2002-04-01,6.3,369,Comedy,Drama,None,None,None,2002,4,1,2.7142857142857144,0.5669467095138409,7
5574,"Transporter, The (2002)",0293662,4108,"Action,Crime,Thriller",en,39.001,2002-10-02,6.7,4397,Action,Crime,Thriller,None,None,2002,10,2,3.519230769230769,0.8059872111984063,26
5577,Igby Goes Down (2002),0280760,9685,"Comedy,Drama",en,6.774,2002-09-13,6.7,227,Comedy,Drama,None,None,None,2002,9,13,3.6666666666666665,1.0730867399773196,12
5582,Captain Ron (1992),0103924,14361,"Adventure,Comedy,Family",en,10.452,1992-09-18,5.6,239,Adventure,Comedy,Family,None,None,1992,9,18,2.6875,0.5938674695827103,8
5588,"Hills Have Eyes, The (1977)",0077681,12262,"Horror,Thriller",en,13.312,1977-07-22,6.2,671,Horror,Thriller,None,None,None,1977,7,22,3.5,0.0,2
5602,"Ladykillers, The (1955)",0048281,5506,"Comedy,Crime",en,8.686,1955-12-08,7.2,353,Comedy,Crime,None,None,None,1955,12,8,3.5,0.0,1
5608,"Das Experiment (Experiment, The) (2001)",0250258,575,"Drama,Thriller",de,10.382,2001-03-07,7.4,875,Drama,Thriller,None,None,None,2001,3,7,3.8636363636363638,0.7103136311133658,11
5610,"Banger Sisters, The (2002)",0280460,9034,"Comedy,Drama",en,7.731,2002-09-20,5.6,204,Comedy,Drama,None,None,None,2002,9,20,2.0,0.0,3
5611,"Four Feathers, The (2002)",0240510,9093,"War,Drama,Romance,Action,Adventure",en,11.974,2002-09-08,6.6,447,War,Drama,Romance,Action,Adventure,2002,9,8,2.75,1.0606601717798212,2
5612,Trapped (2002),0280380,9039,"Action,Crime,Thriller",en,11.641,2002-09-20,6.2,458,Action,Crime,Thriller,None,None,2002,9,20,2.0,0.0,1
5613,8 Women (2002),0283832,1958,"Comedy,Thriller,Mystery",fr,7.736,2002-02-06,7.0,786,Comedy,Thriller,Mystery,None,None,2002,2,6,3.8333333333333335,0.2886751345948129,3
5614,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) (2001)",0274497,23550,"Drama,Romance",it,8.547,2001-03-16,7.3,452,Drama,Romance,None,None,None,2001,3,16,4.5,0.0,1
5617,Secretary (2002),0274812,11013,"Comedy,Drama,Romance",en,21.351,2002-09-20,6.8,1235,Comedy,Drama,Romance,None,None,2002,9,20,3.9,0.7772815877574011,25
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0245429,129,"Animation,Family,Fantasy",ja,92.056,2001-07-20,8.5,13093,Animation,Family,Fantasy,None,None,2001,7,20,4.155172413793103,0.8008365714138395,87
5620,Sweet Home Alabama (2002),0256415,11529,"Comedy,Romance",en,13.575,2002-09-26,6.4,1271,Comedy,Romance,None,None,None,2002,9,26,3.0535714285714284,1.0915439771114372,28
5621,"Tuxedo, The (2002)",0290095,10771,"Thriller,Action,Comedy,Science Fiction",en,15.43,2002-09-27,5.7,1580,Thriller,Action,Comedy,Science Fiction,None,2002,9,27,2.5,1.2909944487358056,10
5628,Wasabi (2001),0281364,2110,"Drama,Action,Comedy",fr,17.412,2001-10-31,6.6,1014,Drama,Action,Comedy,None,None,2001,10,31,3.5,0.7905694150420949,5
5630,Red Dragon (2002),0289765,9533,"Horror,Thriller",en,5.879,2002-10-02,7.0,3451,Horror,Thriller,None,None,None,2002,10,2,3.435483870967742,1.1309430834770227,31
5632,Bloody Sunday (2002),0280491,4107,"Drama,History",en,7.44,2002-01-16,7.3,235,Drama,History,None,None,None,2002,1,16,3.6,0.5477225575051661,5
5633,Heaven (2002),0246677,10575,"Drama,Thriller,Romance,Crime",en,6.626,2002-02-06,6.5,202,Drama,Thriller,Romance,Crime,None,2002,2,6,3.75,0.3535533905932738,2
5638,Godzilla vs. Mothra (Mosura tai Gojira) (1964),0058379,1682,"Action,Adventure,Science Fiction",ja,7.53,1964-04-29,7.1,203,Action,Adventure,Science Fiction,None,None,1964,4,29,2.0,0.0,1
5646,Valmont (1989),0098575,37606,"Drama,Romance",en,8.923,1989-11-17,6.7,206,Drama,Romance,None,None,None,1989,11,17,4.0,0.8164965809277259,4
5649,Horror of Dracula (Dracula) (1958),0051554,11868,Horror,en,10.301,1958-05-22,7.3,439,Horror,None,None,None,None,1958,5,22,3.0,0.0,1
5663,Below (2002),0276816,12590,"Thriller,Horror,Mystery",en,9.834,2002-08-11,6.1,344,Thriller,Horror,Mystery,None,None,2002,8,11,3.5,0.0,1
5665,Knockaround Guys (2002),0211465,7501,"Crime,Thriller",en,20.807,2001-09-07,5.9,261,Crime,Thriller,None,None,None,2001,9,7,2.5,0.6123724356957945,5
5666,"Rules of Attraction, The (2002)",0292644,1809,"Drama,Romance,Comedy",en,11.697,2002-10-11,6.2,443,Drama,Romance,Comedy,None,None,2002,10,11,3.6,1.3874436925511608,5
5667,Tuck Everlasting (2002),0283084,13768,"Drama,Family,Fantasy,Romance",en,11.261,2002-10-11,6.6,391,Drama,Family,Fantasy,Romance,None,2002,10,11,3.25,0.3535533905932738,2
5668,White Oleander (2002),0283139,10994,Drama,en,11.63,2002-10-11,7.1,301,Drama,None,None,None,None,2002,10,11,2.5,1.5811388300841898,4
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),0313487,12600,"Adventure,Fantasy,Animation,Science Fiction,Family",ja,36.515,2001-07-06,6.4,325,Adventure,Fantasy,Animation,Science Fiction,Family,2001,7,6,0.5,0.0,2
5673,Punch-Drunk Love (2002),0272338,8051,"Comedy,Drama,Romance",en,14.552,2002-10-25,7.1,1803,Comedy,Drama,Romance,None,None,2002,10,25,3.621212121212121,1.1321322735654544,33
5675,Swept Away (2002),0291502,12779,"Comedy,Romance",en,8.342,2002-10-11,4.9,215,Comedy,Romance,None,None,None,2002,10,11,1.0,0.0,1
5678,Formula 51 (2001),0227984,1613,"Thriller,Action,Comedy,Crime",en,8.593,2001-12-07,6.1,466,Thriller,Action,Comedy,Crime,None,2001,12,7,2.6666666666666665,0.2886751345948129,3
5679,"Ring, The (2002)",0298130,565,"Horror,Mystery",en,51.036,2002-10-18,6.6,5117,Horror,Mystery,None,None,None,2002,10,18,3.202127659574468,0.8825578837285177,47
5690,Grave of the Fireflies (Hotaru no haka) (1988),0095327,12477,"Animation,Drama,War",ja,0.6,1988-04-16,8.4,4217,Animation,Drama,War,None,None,1988,4,16,4.15625,0.7685213074469701,16
5693,Saturday Night Fever (1977),0076666,11009,"Drama,Music",en,15.33,1977-12-16,6.7,1568,Drama,Music,None,None,None,1977,12,16,3.3181818181818183,0.7507571935295484,11
5694,Staying Alive (1983),0086361,10805,"Drama,Music",en,13.151,1983-07-11,5.7,369,Drama,Music,None,None,None,1983,7,11,2.25,1.0606601717798212,2
5696,Urban Cowboy (1980),0081696,17496,"Drama,Romance",en,10.085,1980-06-06,6.5,204,Drama,Romance,None,None,None,1980,6,6,2.3333333333333335,0.5773502691896258,3
5710,Banana Joe (1981),0082045,11340,"Action,Comedy",it,9.537,1982-03-24,6.7,383,Action,Comedy,None,None,None,1982,3,24,2.75,0.3535533905932738,2
5712,Blow Out (1981),0082085,11644,"Crime,Drama,Mystery,Thriller",en,8.247,1981-07-24,7.3,1048,Crime,Drama,Mystery,Thriller,None,1981,7,24,3.625,0.24999999999999997,4
5720,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)",0085327,6399,"Action,Adventure,Comedy",it,10.671,1981-12-09,6.8,502,Action,Adventure,Comedy,None,None,1981,12,9,2.5,0.0,1
5741,"Woman Next Door, The (Femme d'à côté, La) (1981)",0082370,12579,"Drama,Romance",fr,5.422,1981-09-30,7.1,233,Drama,Romance,None,None,None,1981,9,30,4.0,0.0,1
5747,Gallipoli (1981),0082432,11646,"War,Drama,Adventure,History",en,7.668,1981-08-13,7.2,345,War,Drama,Adventure,History,None,1981,8,13,4.285714285714286,0.7559289460184546,7
5771,My Bloody Valentine (1981),0082782,39874,"Horror,Thriller,Mystery",en,10.084,1981-02-11,6.5,320,Horror,Thriller,Mystery,None,None,1981,2,11,0.5,0.0,1
5772,My Dinner with André (1981),0082783,25468,"Comedy,Drama",en,5.711,1981-10-11,7.6,261,Comedy,Drama,None,None,None,1981,10,11,4.75,0.3535533905932738,2
5782,"Professional, The (Le professionnel) (1981)",0082949,1672,"Action,Adventure,Thriller",fr,7.52,1981-10-21,7.3,386,Action,Adventure,Thriller,None,None,1981,10,21,3.8684210526315788,0.6839855680567696,19
5784,Ghost Ship (2002),0288477,9645,"Horror,Mystery,Thriller",en,49.303,2002-10-25,5.9,1929,Horror,Mystery,Thriller,None,None,2002,10,25,2.5,1.3228756555322954,9
5791,Frida (2002),0120679,1360,"Drama,Romance",en,19.343,2002-08-29,7.5,1742,Drama,Romance,None,None,None,2002,8,29,3.78125,0.4819664580307085,16
5796,Casino Royale (1967),0061452,12208,"Adventure,Action,Comedy",en,13.161,1967-04-13,5.4,559,Adventure,Action,Comedy,None,None,1967,4,13,2.5,0.7071067811865476,5
5797,"Company of Wolves, The (1984)",0087075,11905,"Horror,Fantasy",en,9.696,1984-09-21,6.4,229,Horror,Fantasy,None,None,None,1984,9,21,2.0,0.0,1
5803,I Spy (2002),0297181,8427,"Action,Adventure,Comedy,Thriller",en,11.962,2002-10-31,5.4,792,Action,Adventure,Comedy,Thriller,None,2002,10,31,2.5,0.8660254037844386,7
5804,"Santa Clause 2, The (2002)",0304669,9021,"Fantasy,Comedy,Family",en,13.317,2002-10-31,5.9,1029,Fantasy,Comedy,Family,None,None,2002,10,31,2.3,1.036822067666386,5
5809,Femme Fatale (2002),0280665,9280,"Thriller,Crime,Romance",en,15.888,2002-04-30,6.2,457,Thriller,Crime,Romance,None,None,2002,4,30,3.375,0.7499999999999999,4
5810,8 Mile (2002),0298203,65,"Music,Drama",en,34.805,2002-11-08,7.1,5973,Music,Drama,None,None,None,2002,11,8,3.292682926829268,1.0366750319898805,41
5816,Harry Potter and the Chamber of Secrets (2002),0295297,672,"Adventure,Fantasy",en,284.928,2002-11-13,7.7,18484,Adventure,Fantasy,None,None,None,2002,11,13,3.5980392156862746,0.9255429653047562,102
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",0313196,542,"Drama,Romance",es,21.301,2002-10-01,6.5,213,Drama,Romance,None,None,None,2002,10,1,4.5,0.0,1
5826,Rio Grande (1950),0042895,11617,Western,en,7.137,1950-11-15,6.9,236,Western,None,None,None,None,1950,11,15,3.5,0.0,1
5833,Dog Soldiers (2002),0280609,11880,"Horror,Action,Thriller",en,9.599,2002-05-10,6.7,650,Horror,Action,Thriller,None,None,2002,5,10,4.666666666666667,0.5773502691896258,3
5839,My Father's Glory (La gloire de mon père) (1990),0099669,12716,"Adventure,Drama",fr,6.393,1990-08-29,7.4,232,Adventure,Drama,None,None,None,1990,8,29,4.0,0.0,1
5840,"My Mother's Castle (Château de ma mère, Le) (1990)",0099266,12717,"Adventure,Comedy,Drama,Romance",fr,10.675,1990-10-26,7.2,224,Adventure,Comedy,Drama,Romance,None,1990,10,26,4.0,0.0,1
5841,Return to the Blue Lagoon (1991),0102782,13888,"Adventure,Drama",en,23.232,1991-08-02,6.0,766,Adventure,Drama,None,None,None,1991,8,2,1.6666666666666667,0.5773502691896258,3
5843,Toy Soldiers (1991),0103112,10750,"Action,Adventure,Thriller",en,10.123,1991-04-24,6.4,246,Action,Adventure,Thriller,None,None,1991,4,24,2.5,0.9128709291752769,4
5849,I'm Starting From Three (Ricomincio da Tre) (1981),0081427,13386,Comedy,it,5.702,1981-03-05,7.6,571,Comedy,None,None,None,None,1981,3,5,4.5,0.0,1
5853,Scanners (1981),0081455,9538,"Science Fiction,Horror",en,12.728,1981-01-14,6.8,892,Science Fiction,Horror,None,None,None,1981,1,14,3.25,0.3535533905932738,2
5867,Thief (1981),0083190,11524,"Crime,Thriller,Action",en,10.88,1981-03-27,7.2,457,Crime,Thriller,Action,None,None,1981,3,27,4.5,0.7071067811865476,2
5872,Die Another Day (2002),0246460,36669,"Adventure,Action,Thriller",en,21.816,2002-11-17,6.0,2881,Adventure,Action,Thriller,None,None,2002,11,17,2.925925925925926,1.0067436434032069,27
5873,The Emperor's Club (2002),0283530,17187,Drama,en,8.715,2002-11-22,7.1,307,Drama,None,None,None,None,2002,11,22,3.875,0.47871355387816905,4
5874,Friday After Next (2002),0293815,10426,Comedy,en,14.267,2002-11-22,6.2,315,Comedy,None,None,None,None,2002,11,22,2.4,1.1401754250991378,5
5876,"Quiet American, The (2002)",0258068,8198,"Romance,Thriller,Drama",en,8.436,2002-11-22,6.6,229,Romance,Thriller,Drama,None,None,2002,11,22,3.9,0.7416198487095663,5
5878,Talk to Her (Hable con Ella) (2002),0287467,64,"Drama,Romance",es,13.868,2002-03-15,7.6,1012,Drama,Romance,None,None,None,2002,3,15,4.035714285714286,0.3650229557736858,14
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),0271263,13376,"Animation,Comedy,Music",en,9.489,2002-11-27,5.2,243,Animation,Comedy,Music,None,None,2002,11,27,1.5,0.9128709291752769,4
5881,Solaris (2002),0307479,2103,"Drama,Science Fiction,Mystery",en,11.374,2002-11-27,5.9,1060,Drama,Science Fiction,Mystery,None,None,2002,11,27,3.075,1.172884433666353,20
